,Tweet,positive_match,negative_match,sentiment
175,fresh off her role whitewashing the snc scandal longtime maritimer anne mclellan will try to find time between meetings at dalhousie university in halifax to tell albertans to shut up and stay colonized by ontario ableg cdnpoli wexit ,['fresh'],['scandal'],neutral
176,fresh off her role whitewashing the snc scandal longtime maritimer anne mclellan will try to find time between meetings at dalhousie university in halifax to tell albertans to shut up and stay colonized by ontario ableg cdnpoli wexit ,['fresh'],['scandal'],neutral
177,fresh off her role whitewashing the snc scandal longtime maritimer anne mclellan will try to find time between meetings at dalhousie university in halifax to tell albertans to shut up and stay colonized by ontario ableg cdnpoli wexit ,['fresh'],['scandal'],neutral
178,we re touring canada and are stopping in halifax on nov 27 join us at the dalhousie university club for our youth innovation mastermindenabling young innovators stakeholders amp executive mentors to share new ideas and solutions for canada s 2030agenda ,['innovation'],[],positive
179,dalhousie grad gets long awaited apology from university via twe lokol halifax,[],[],neutral
180,billy mcquaid wins the top ems research award at dalhousie university ems research day the dr ron stewart award being presented by dr stewart himself billy is a graduate of the upei bsc in paramedicine program and our first honor student way to go great day for upei ,"['wins', 'top', 'award', 'honor', 'great']",[],positive
181,participants needed for a 2 session alcohol and tobacco study at dalhousie university you may be eligible to participate if you are 19 years old are an occasional cigarette smoker drink alcohol regularly do not intend to quit smoking in the next ,[],[],neutral
182,go eng girl 2019 event at dalhousie university a free day at dal for female students in grades 7 12 to discover more about engineering put on by the women in engineering society at dal registration ,['free'],[],positive
183,dalhousie grad gets long awaited apology from university via tweet cbc news she says it s not good enough it s not even a real apology ,"['good', 'enough']",[],positive
184,last week dr jonathon fowles eim canada chair conducted an eim educational mini course at dalhousie university the event was well attended and included students from med physio nursing ot and kinesiology exerciseismedicine exercise university acsm ,['well'],[],positive
185,are you a mom who lives in ns nb or pei have you given birth in the past 6 months researchers at dalhousie university are interested in learning about what types of information you look for and where you find it related to the birth of your child find out more ,[],[],neutral
186, meetup in halifax see you tonight at 6 30 9pm at the dalhousie university club reg at ,[],[],neutral
187,last week dr jonathon fowles eim canada chair conducted an eim educational mini course at dalhousie university the event was well attended and included students from med physio nursing ot and kinesiology exerciseismedicine exercise university acsm ,['well'],[],positive
188,today i met with dan rosenblum an economist at dalhousie university in nova scotia whose area of focus scholarship is the opioid crisis in ohio ,[],['crisis'],negative
189,are you a mom who lives in ns nb or pei have you given birth in the past 6 months researchers at dalhousie university are interested in learning about what types of information you look for and where you find it related to the birth of your child find out more ,[],[],neutral
190,2 university of alberta 3 uni of british columbia 4 uni of calgary 5 dalhousie university 6 laval university 7 uni of manitoba ,[],[],neutral
191,2 university of alberta 3 uni of british columbia 4 uni of calgary 5 dalhousie university 6 laval university 7 uni of manitoba ,[],[],neutral
192,2 university of alberta 3 uni of british columbia 4 uni of calgary 5 dalhousie university 6 laval university 7 uni of manitoba ,[],[],neutral
193,2 university of alberta 3 uni of british columbia 4 uni of calgary 5 dalhousie university 6 laval university 7 uni of manitoba ,[],[],neutral
194,are you a mom who lives in ns nb or pei have you given birth in the past 6 months researchers at dalhousie university are interested in learning about what types of information you look for and where you find it related to the birth of your child find out more ,[],[],neutral
195,a wonderful masterclass with some super talented cellists dalhousie university ,"['wonderful', 'super', 'talented']",[],positive
